row_index,worlds,mean_probability,std_probability,min_probability,max_probability,probability_range,baseline_probability
9104,20,0.545,0.0,0.545,0.545,0.0,0.545
9106,20,0.335,0.0,0.335,0.335,0.0,0.335
9116,20,0.265,0.0,0.265,0.265,0.0,0.265
9117,20,0.28,0.0,0.28,0.28,0.0,0.28
9137,20,0.11300085387981643,0.0,0.11300085387981643,0.11300085387981643,0.0,0.11300085387981643
9151,20,0.44000000000000006,0.0,0.44,0.44,0.0,0.44
9165,20,0.04101411975217358,0.0,0.04101411975217358,0.04101411975217358,0.0,0.04101411975217358
9171,20,0.52,0.0,0.52,0.52,0.0,0.52
9176,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
9184,20,0.275,0.0,0.275,0.275,0.0,0.275
9185,20,0.165,0.0,0.165,0.165,0.0,0.165
9197,20,0.495,0.0,0.495,0.495,0.0,0.495
9216,20,0.145,0.0,0.145,0.145,0.0,0.145
9217,20,0.54,0.0,0.54,0.54,0.0,0.54
9236,20,0.10251906593949892,5.514473698779903e-18,0.1025190659394989,0.10251906593949892,1.3877787807814457e-17,0.1025190659394989
9238,20,0.27449036402569593,0.0,0.27449036402569593,0.27449036402569593,0.0,0.27449036402569593
9239,20,0.16333910170067242,0.0,0.16333910170067242,0.16333910170067242,0.0,0.16333910170067242
9245,20,0.3,0.0,0.3,0.3,0.0,0.3
9247,20,0.10500000000000001,0.0,0.105,0.105,0.0,0.105
9254,20,0.005,0.0,0.005,0.005,0.0,0.005
9268,20,0.41,0.0,0.41,0.41,0.0,0.41
9278,20,0.14,0.0,0.14,0.14,0.0,0.14
9283,20,0.275,0.0,0.275,0.275,0.0,0.275
9304,20,0.1,0.0,0.1,0.1,0.0,0.1
9335,20,0.345,0.0,0.345,0.345,0.0,0.345
9348,20,0.195,0.0,0.195,0.195,0.0,0.195
9351,20,0.095,0.0,0.095,0.095,0.0,0.095
9362,20,0.07,0.0,0.07,0.07,0.0,0.07
9376,20,0.025,0.0,0.025,0.025,0.0,0.025
9381,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
9382,20,0.025,0.0,0.025,0.025,0.0,0.025
9400,20,0.061102266912090766,0.0,0.061102266912090766,0.061102266912090766,0.0,0.061102266912090766
9429,20,0.07,0.0,0.07,0.07,0.0,0.07
9432,20,0.255,0.0,0.255,0.255,0.0,0.255
9433,20,0.24500000000000002,0.0,0.245,0.245,0.0,0.245
9496,20,0.06725501150362755,0.0,0.06725501150362755,0.06725501150362755,0.0,0.06725501150362755
9498,20,0.185,0.0,0.185,0.185,0.0,0.185
9499,20,0.425,0.0,0.425,0.425,0.0,0.425
9521,20,0.10526596637982275,0.0,0.10526596637982276,0.10526596637982276,0.0,0.10526596637982276
9547,20,0.55,0.0,0.55,0.55,0.0,0.55
9560,20,0.4699999999999999,0.0,0.47,0.47,0.0,0.47
9583,20,0.14,0.0,0.14,0.14,0.0,0.14
9585,20,0.507491122159091,0.0,0.507491122159091,0.507491122159091,0.0,0.507491122159091
9597,20,0.8550000000000001,0.0,0.855,0.855,0.0,0.855
9609,20,0.625,0.0,0.625,0.625,0.0,0.625
9617,20,0.22000000000000003,0.0,0.22,0.22,0.0,0.22
9622,20,0.2837486659551761,0.0,0.2837486659551761,0.2837486659551761,0.0,0.2837486659551761
9636,20,0.21000000000000002,0.0,0.21,0.21,0.0,0.21
9649,20,0.695,0.0,0.695,0.695,0.0,0.695
9654,20,0.71,0.0,0.71,0.71,0.0,0.71
9656,20,0.55,0.0,0.55,0.55,0.0,0.55
9662,20,0.76,0.0,0.76,0.76,0.0,0.76
9669,20,0.795,0.0,0.795,0.795,0.0,0.795
9682,20,0.48,0.0,0.48,0.48,0.0,0.48
9686,20,0.52,0.0,0.52,0.52,0.0,0.52
9687,20,0.655,0.0,0.655,0.655,0.0,0.655
9697,20,0.275,0.0,0.275,0.275,0.0,0.275
9703,20,0.64,0.0,0.64,0.64,0.0,0.64
9713,20,0.15,0.0,0.15,0.15,0.0,0.15
9722,20,0.575,0.0,0.575,0.575,0.0,0.575
9726,20,0.705,0.0,0.705,0.705,0.0,0.705
9748,20,0.785,0.0,0.785,0.785,0.0,0.785
9756,20,0.275,0.0,0.275,0.275,0.0,0.275
9779,20,0.30318983875874655,0.0,0.30318983875874655,0.30318983875874655,0.0,0.30318983875874655
9789,20,0.32,0.0,0.32,0.32,0.0,0.32
9807,20,0.26,0.0,0.26,0.26,0.0,0.26
9813,20,0.09871131270010672,0.0,0.09871131270010672,0.09871131270010672,0.0,0.09871131270010672
9816,20,0.11000000000000001,0.0,0.11,0.11,0.0,0.11
9822,20,0.53,0.0,0.53,0.53,0.0,0.53
9825,20,0.56,0.0,0.56,0.56,0.0,0.56
9832,20,0.3,0.0,0.3,0.3,0.0,0.3
9838,20,0.265,0.0,0.265,0.265,0.0,0.265
9843,20,0.34,0.0,0.34,0.34,0.0,0.34
9849,20,0.17,0.0,0.17,0.17,0.0,0.17
9865,20,0.17,0.0,0.17,0.17,0.0,0.17
9867,20,0.23000000000000004,0.0,0.23,0.23,0.0,0.23
9900,20,0.035,0.0,0.035,0.035,0.0,0.035
9902,20,0.315,0.0,0.315,0.315,0.0,0.315
9912,20,0.365,0.0,0.365,0.365,0.0,0.365
9916,20,0.015,0.0,0.015,0.015,0.0,0.015
9927,20,0.06,0.0,0.06,0.06,0.0,0.06
9932,20,0.0,0.0,0.0,0.0,0.0,0.0
9944,20,0.0,0.0,0.0,0.0,0.0,0.0
9955,20,0.0,0.0,0.0,0.0,0.0,0.0
9964,20,0.08,0.0,0.08,0.08,0.0,0.08
9971,20,0.145,0.0,0.145,0.145,0.0,0.145
9989,20,0.05500000000000001,0.0,0.055,0.055,0.0,0.055
