model,kpi,value,source_table,status,threshold,scenario,degradation_type,degradation_rate,split_type,strategy,metric,subgroup_feature
logistic_regression,max_abs_f1_gap,0.239918946301925,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_f1_gap,0.1469573515378404,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_f1_gap,0.3793584379358438,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_f1_gap,0.2115506529732471,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_f1_gap,0.1379330910249222,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_f1_gap,0.1978772642142237,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_f1_gap,0.0815339127253036,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_f1_gap,0.0833429819881096,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_f1_gap,0.109650473840268,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_f1_gap,0.1391048125174921,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_pr_auc_gap,0.3422188865641534,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_pr_auc_gap,0.1148562041219354,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,max_abs_pr_auc_gap,0.186334963740776,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_pr_auc_gap,0.3177099584224762,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_pr_auc_gap,0.1858014915271163,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_pr_auc_gap,0.2252900069950286,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_pr_auc_gap,0.1201208811902977,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_pr_auc_gap,0.0849141013202552,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_pr_auc_gap,0.1072865811495027,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_pr_auc_gap,0.1179047515140785,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_pr_auc_gap,0.0912574085461874,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_pr_auc_gap,0.1205602850284734,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_brier_score_gap,0.1321143682807539,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_brier_score_gap,0.1252329196036221,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,max_abs_brier_score_gap,0.1227034572975646,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_brier_score_gap,0.1034010666351825,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_brier_score_gap,0.0725827585534324,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_brier_score_gap,0.0611279452262036,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_brier_score_gap,0.0552647583054814,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_brier_score_gap,0.058143458169989,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_brier_score_gap,0.0595752914770976,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_brier_score_gap,0.0369850035503074,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_brier_score_gap,0.0441795727295695,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_brier_score_gap,0.0313159600318495,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,max_abs_ece_gap,0.0598863893246477,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,max_abs_ece_gap,0.0700156650006078,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,max_abs_ece_gap,0.1320403563103521,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,max_abs_ece_gap,0.0441596499742416,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,max_abs_ece_gap,0.1233129484801244,subgroup_gap_summary,red,,,,,,,,priority
random_forest,max_abs_ece_gap,0.137413545859348,subgroup_gap_summary,red,,,,,,,,project_key
logistic_regression,mean_abs_ece_gap,0.0286675817121857,subgroup_gap_summary,red,,,,,,,,issuetype
logistic_regression,mean_abs_ece_gap,0.0337918951162588,subgroup_gap_summary,red,,,,,,,,priority
logistic_regression,mean_abs_ece_gap,0.0580648376196729,subgroup_gap_summary,red,,,,,,,,project_key
random_forest,mean_abs_ece_gap,0.0273001503110903,subgroup_gap_summary,red,,,,,,,,issuetype
random_forest,mean_abs_ece_gap,0.0573910204106585,subgroup_gap_summary,red,,,,,,,,priority
random_forest,mean_abs_ece_gap,0.0664425944010419,subgroup_gap_summary,red,,,,,,,,project_key
,threshold,0.25,data_cleaning_metrics,red,,prepared_original,,,,,,
,threshold,0.25,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,rows,1875.0,data_cleaning_metrics,green,,prepared_original,,,,,,
,rows,1875.0,data_cleaning_metrics,green,,cleaned_rules,,,,,,
,positive_rate_true,0.2501333333333333,data_cleaning_metrics,red,,prepared_original,,,,,,
,positive_rate_true,0.2501333333333333,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,positive_rate_predicted,0.4133333333333333,data_cleaning_metrics,red,,prepared_original,,,,,,
,positive_rate_predicted,0.4090666666666667,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,precision,0.4180645161290323,data_cleaning_metrics,red,,prepared_original,,,,,,
,precision,0.4315514993481095,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,recall,0.6908315565031983,data_cleaning_metrics,amber,,prepared_original,,,,,,
,recall,0.7057569296375267,data_cleaning_metrics,amber,,cleaned_rules,,,,,,
,f1,0.5209003215434084,data_cleaning_metrics,amber,,prepared_original,,,,,,
,f1,0.5355987055016181,data_cleaning_metrics,amber,,cleaned_rules,,,,,,
,balanced_accuracy,0.6850317099727941,data_cleaning_metrics,amber,,prepared_original,,,,,,
,balanced_accuracy,0.6978286781900294,data_cleaning_metrics,amber,,cleaned_rules,,,,,,
,pr_auc,0.4943331886075637,data_cleaning_metrics,red,,prepared_original,,,,,,
,pr_auc,0.4723369260357696,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,brier_score,0.1618887214404631,data_cleaning_metrics,red,,prepared_original,,,,,,
,brier_score,0.1630172228459761,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,ece,0.0379211978613389,data_cleaning_metrics,green,,prepared_original,,,,,,
,ece,0.0472245236254307,data_cleaning_metrics,green,,cleaned_rules,,,,,,
,roc_auc,0.7439446235597059,data_cleaning_metrics,amber,,prepared_original,,,,,,
,roc_auc,0.7489763638624596,data_cleaning_metrics,amber,,cleaned_rules,,,,,,
,delta_precision_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_precision_vs_original,0.0134869832190772,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_recall_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_recall_vs_original,0.0149253731343284,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_f1_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_f1_vs_original,0.0146983839582097,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_balanced_accuracy_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_balanced_accuracy_vs_original,0.0127969682172353,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_pr_auc_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_pr_auc_vs_original,-0.0219962625717941,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_brier_score_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_brier_score_vs_original,0.001128501405513,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_ece_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_ece_vs_original,0.0093033257640918,data_cleaning_metrics,red,,cleaned_rules,,,,,,
,delta_roc_auc_vs_original,0.0,data_cleaning_metrics,red,,prepared_original,,,,,,
,delta_roc_auc_vs_original,0.0050317403027536,data_cleaning_metrics,red,,cleaned_rules,,,,,,
